TYC,RAdeg,DEdeg,BTmag,VTmag,Const,Color
8697-01079-1,239.9756225,-54.02089111,6.074,6.086,Norma,-0.012000000000000455
8698-00955-1,227.8166025,-55.34601694,6.875,5.581,Lupus,1.2939999999999996
8699-00863-1,230.17842472,-56.13260056,6.979,6.816,Circinus,0.16300000000000026
8701-00350-1,237.77836806,-55.05552444,5.758,5.765,Norma,-0.006999999999999673
8706-01061-1,229.37897778,-58.80089389,4.184,4.071,Circinus,0.11300000000000043
8707-01990-1,230.84440417,-59.32070167,4.829,4.937,Circinus,-0.10800000000000054
8707-01990-2,230.84454528,-59.32048333,6.934,5.727,Circinus,1.2069999999999999
8708-01079-1,234.98616194,-59.90783278,6.52,5.995,Norma,0.5249999999999995
8710-02102-1,242.99138417,-54.35289611,6.542,6.511,Norma,0.030999999999999694
8710-02523-1,241.08884917,-53.71033306,6.457,6.471,Norma,-0.014000000000000234
8711-00269-1,244.33738167,-53.08626639,6.617,6.335,Norma,0.28200000000000003
8712-00470-1,247.01571083,-53.32327222,,11.693,Norma,
8713-00486-1,252.22402361,-52.94081611,6.757,6.751,Ara,0.005999999999999339
8714-00293-1,240.27710417,-54.57779944,6.424,6.155,Norma,0.26900000000000013
8714-02335-1,241.85035417,-56.19095472,6.83,6.229,Norma,0.601
8715-01504-1,245.10512972,-55.13967167,6.985,5.853,Norma,1.1320000000000006
8715-02025-1,243.34497306,-55.54084667,6.201,5.816,Norma,0.3849999999999998
8715-02592-1,243.36972389,-54.63041278,6.236,5.062,Norma,1.1739999999999995
8718-00139-1,242.32734389,-57.93417278,5.537,5.565,Norma,-0.02800000000000047
8718-02860-1,240.88422722,-57.77487778,4.938,4.697,Norma,0.24099999999999966
8719-00353-1,243.95754278,-57.91222889,5.781,5.639,Norma,0.14199999999999946
8724-01381-1,247.06325778,-58.59970833,5.671,5.672,Norma,-0.0009999999999994458
8725-00164-1,251.58844528,-58.50356639,5.594,5.711,Ara,-0.11699999999999999
8725-01330-1,251.83192972,-58.34139083,5.454,5.555,Ara,-0.10099999999999998
8725-03067-1,252.446305,-59.04131556,5.81,3.932,Ara,1.8779999999999997
8726-02208-1,254.89602889,-53.16048944,5.939,4.218,Ara,1.721
8726-02209-1,255.78629528,-53.23662833,5.842,5.333,Ara,0.5089999999999995
8729-01376-1,263.83296194,-53.35288611,6.107,6.082,Ara,0.025000000000000355
8730-00415-1,253.51057833,-54.43827972,6.935,6.936,Ara,-0.001000000000000334
8730-01438-1,255.02619611,-54.59700833,5.862,5.657,Ara,0.20500000000000007
8730-01439-1,254.65512806,-55.9900575,5.234,3.276,Ara,1.9580000000000002
8732-02866-1,261.32498917,-55.52982833,4.744,2.968,Ara,1.7759999999999998
8733-02365-1,264.52317611,-54.5001,5.478,5.267,Ara,0.2109999999999994
8734-02180-1,255.27928444,-56.55501833,6.305,6.37,Ara,-0.06500000000000039
8734-02612-1,256.10301972,-57.71211056,5.603,5.711,Ara,-0.10800000000000054
8736-03083-1,262.84701861,-56.92095556,5.912,5.974,Ara,-0.06200000000000028
8736-03857-1,261.34858083,-56.37768944,3.123,3.275,Ara,-0.1519999999999997
8737-00873-1,265.88788306,-57.02212583,6.785,6.817,Ara,-0.03200000000000003
8738-03426-1,255.44746028,-58.95822972,6.105,6.25,Ara,-0.14499999999999957
8740-03382-1,260.9347725,-58.66521361,6.68,6.79,Ara,-0.11000000000000032
8741-01963-1,263.89584556,-59.84609889,6.156,6.244,Ara,-0.08800000000000008
8742-01898-1,267.79596194,-53.13027,6.083,6.076,Ara,0.007000000000000561
8742-02154-1,267.85732528,-53.83860972,6.918,6.642,Ara,0.2759999999999998
8742-03096-1,267.61828944,-53.6123825,5.576,5.691,Ara,-0.11500000000000021
8746-02083-1,267.15867583,-55.40182389,6.424,6.12,Ara,0.30400000000000027
8748-02276-1,274.28140389,-56.02332194,5.27,5.353,Telescopium,-0.08300000000000018
8750-01973-1,269.42807417,-56.89622583,6.168,6.247,Ara,-0.07899999999999974
8754-02023-1,266.78077028,-59.99425083,6.857,6.537,Pavo,0.3200000000000003
8755-02492-1,271.62306889,-58.57092667,6.691,6.808,Pavo,-0.11699999999999999
8756-02474-1,275.17566833,-59.83987389,6.827,6.959,Pavo,-0.13199999999999967
8759-02961-1,284.61564694,-52.93860833,4.775,4.829,Telescopium,-0.05399999999999938
8760-02151-1,289.54065611,-53.38689833,6.939,6.418,Telescopium,0.5209999999999999
8761-00656-1,293.22413222,-53.18560361,6.114,5.782,Telescopium,0.33199999999999985
8764-02333-1,289.67322278,-56.14465611,6.592,6.777,Telescopium,-0.1850000000000005
8765-00314-1,292.64406,-55.11002056,6.796,6.336,Telescopium,0.45999999999999996
8765-02571-1,290.7132575,-54.42373972,5.044,5.022,Telescopium,0.021999999999999353
8770-00793-1,282.0212475,-59.47427889,,11.61,Pavo,
8779-00828-1,298.15709444,-54.97103611,6.809,5.803,Telescopium,1.0060000000000002
8779-02105-1,298.16297694,-54.97644722,6.547,6.385,Telescopium,0.16199999999999992
8780-00047-1,301.89614083,-55.01609694,6.879,6.311,Telescopium,0.5679999999999996
8783-00720-1,297.0046175,-56.36229028,5.562,5.355,Telescopium,0.20699999999999985
8784-01295-1,302.78084139,-57.52415722,6.486,6.418,Pavo,0.06799999999999962
8787-02076-1,299.27618417,-58.90131639,5.255,5.242,Pavo,0.0129999999999999
8787-02077-1,297.68658972,-59.19365639,5.571,5.478,Pavo,0.09299999999999997
8788-01765-1,300.43634556,-59.37583028,6.815,5.235,Pavo,1.58
8793-00360-1,316.96332194,-54.21633056,6.978,6.725,Indus,0.2530000000000001
8793-00796-1,318.94098722,-53.26305222,5.948,5.743,Indus,0.20500000000000007
8793-01478-1,319.96619722,-53.44926722,4.683,4.504,Indus,0.17900000000000027
8796-01244-1,316.30930778,-54.72695472,6.718,5.298,Indus,1.42
8801-00142-1,318.92122944,-57.63131889,6.869,6.581,Indus,0.28799999999999937
8804-01375-1,313.70242111,-58.45409667,5.265,3.778,Indus,1.4869999999999997
8810-01289-1,321.56432611,-54.66054972,6.503,6.125,Indus,0.3780000000000001
8812-01257-1,329.47930639,-54.99256722,4.738,4.43,Indus,0.3080000000000007
8813-01050-1,330.100935,-55.88345306,5.924,5.993,Indus,-0.06899999999999995
8816-01057-1,329.05849167,-57.89960444,6.432,6.196,Indus,0.23600000000000065
8816-01190-1,327.22671778,-56.27400583,6.442,6.524,Indus,-0.08199999999999985
8817-00984-1,330.82356861,-56.78002917,6.048,4.826,Indus,1.2220000000000004
8820-00477-1,329.62530028,-59.01220472,6.697,6.195,Indus,0.5019999999999998
8822-01455-1,334.5633275,-53.62559917,6.107,5.459,Grus,0.6480000000000006
8823-01609-1,341.40771722,-53.50016111,6.355,4.977,Grus,1.3780000000000001
8824-01503-1,345.22030444,-52.75410806,5.339,4.222,Grus,1.117
8828-01420-1,336.23418667,-57.79665722,6.129,5.387,Tucana,0.742
8829-00174-1,338.97016889,-57.88372944,6.473,6.25,Tucana,0.22299999999999986
8831-01481-1,350.9768725,-53.8086625,6.421,6.141,Grus,0.28000000000000025
8832-00440-1,351.65227222,-52.72190361,5.973,5.568,Grus,0.40500000000000025
8833-00221-1,359.73218306,-52.74594889,6.572,5.258,Phoenix,1.314
8834-01551-1,348.84773917,-56.69181028,6.903,6.594,Tucana,0.3089999999999993
8835-00598-1,351.3307425,-56.84893611,6.955,5.715,Tucana,1.2400000000000002
8837-01297-1,349.35754278,-58.23591472,4.459,4.033,Tucana,0.42599999999999927
8838-01353-1,351.81223583,-58.47626806,6.877,5.745,Tucana,1.1319999999999997
8839-01324-1,358.55317972,-59.54205972,6.986,7.041,Tucana,-0.055000000000000604
8840-01841-1,2.46707028,-62.29683444,6.522,6.355,Tucana,0.16699999999999982
8841-00489-1,11.13137361,-62.49760722,6.78,6.308,Tucana,0.4720000000000004
8842-01780-1,14.59241694,-60.69629222,6.346,6.247,Tucana,0.0990000000000002
8842-01781-1,16.82740194,-61.77526583,6.428,5.439,Tucana,0.9889999999999999
8843-01706-1,5.00841472,-64.87749056,4.9,4.286,Tucana,0.6140000000000008
8844-01519-1,7.8856875,-62.95809333,4.242,4.282,Tucana,-0.040000000000000036
8844-01520-1,7.8889675,-62.96545111,4.648,4.505,Tucana,0.1429999999999998
8844-01521-1,8.18249389,-63.03138417,5.117,5.069,Tucana,0.04800000000000004
8847-01489-1,10.61792278,-65.46812528,5.974,5.439,Tucana,0.5350000000000001
8850-01317-1,26.13725139,-61.01869111,6.696,6.774,Hydrus,-0.07800000000000029
8851-02026-1,28.94361,-60.86112917,6.468,6.1,Hydrus,0.3680000000000003
8851-02027-1,29.69120167,-61.56992583,3.202,2.871,Hydrus,0.33099999999999996
8855-01473-1,19.26535639,-66.39788917,6.434,6.41,Tucana,0.02400000000000002
8858-01696-1,36.22495944,-60.31164778,5.803,5.4,Horologium,0.4029999999999996
8861-00204-1,38.38984556,-62.58674917,6.701,6.763,Horologium,-0.06200000000000028
8861-00767-1,39.88207611,-64.28176694,6.451,6.521,Horologium,-0.07000000000000028
8861-01543-1,37.01808833,-64.29978306,6.325,6.345,Horologium,-0.019999999999999574
8862-00243-1,42.25572056,-62.80658833,5.384,5.267,Horologium,0.11699999999999999
8862-00585-1,41.36439139,-63.70452972,6.909,5.846,Horologium,1.0629999999999997
8862-01490-1,44.69903278,-64.07129667,5.131,4.986,Horologium,0.14500000000000046
8863-00549-1,47.51361361,-63.91363083,6.819,6.669,Horologium,0.15000000000000036
8863-01556-1,49.43569222,-62.57683222,6.281,5.573,Reticulum,0.7079999999999993
8863-01557-1,49.5468025,-62.50785778,5.94,5.296,Reticulum,0.6440000000000001
8865-01484-1,40.86025639,-66.7140925,6.889,6.324,Horologium,0.5650000000000004
8866-01472-1,49.49580778,-66.92688417,6.203,6.041,Reticulum,0.16199999999999992
8868-01318-1,59.68640889,-61.40015139,6.662,4.74,Reticulum,1.9219999999999997
8868-02193-1,60.22418583,-62.15936389,6.575,4.7,Reticulum,1.875
8868-02221-1,60.32531472,-61.07903889,6.808,5.12,Reticulum,1.6879999999999997
8869-02421-1,63.70228444,-62.19203639,6.882,5.577,Reticulum,1.3049999999999997
8869-02459-1,64.087235,-60.94855611,6.471,6.377,Reticulum,0.0940000000000003
8869-02461-1,63.60597333,-62.47397194,4.469,3.425,Reticulum,1.0440000000000005
8870-01384-1,52.34255972,-62.93838639,5.163,4.75,Reticulum,0.41300000000000026
8870-01385-1,56.04823028,-64.80708667,5.29,3.959,Reticulum,1.331
8872-01981-1,66.77689444,-62.79965361,6.867,6.872,Reticulum,-0.004999999999999893
8872-01982-1,64.41777111,-63.2554875,5.938,6.037,Reticulum,-0.0990000000000002
8872-01983-1,65.47175389,-63.38679056,6.44,5.341,Reticulum,1.0990000000000002
8873-00329-1,53.60313667,-65.76425556,6.94,6.76,Reticulum,0.1800000000000006
8873-01468-1,52.71534833,-66.48971694,5.735,5.791,Reticulum,-0.05600000000000005
8880-01118-1,69.70533278,-62.37860667,7.0,6.802,Dorado,0.1980000000000004
8883-01084-1,85.48972167,-62.91377778,6.878,6.866,Dorado,0.012000000000000455
8883-01641-1,83.40632056,-62.48985361,4.896,3.911,Dorado,0.9849999999999999
8887-00024-1,82.56610833,-63.92782167,6.469,6.219,Dorado,0.25
8887-01168-1,83.24802278,-64.22751417,6.642,5.455,Dorado,1.1870000000000003
8890-01116-1,78.43928417,-67.18534444,6.486,4.948,Dorado,1.5379999999999994
8891-00846-1,84.22911417,-66.56031083,6.21,6.265,Dorado,-0.054999999999999716
8891-03507-1,85.42821139,-67.40278,6.992,7.017,Dorado,-0.025000000000000355
8892-00001-1,88.31138944,-61.83943972,6.926,6.846,Dorado,0.08000000000000007
8894-02035-1,96.05782194,-60.28139611,5.772,5.766,Pictor,0.006000000000000227
8895-00175-1,99.66029056,-60.18305361,6.94,7.033,Pictor,-0.09299999999999997
8895-00851-1,99.50174722,-61.53355833,6.946,6.323,Pictor,0.6229999999999993
8895-01455-1,102.50420528,-60.24939611,6.634,6.151,Pictor,0.48300000000000054
8896-01535-1,88.52461528,-63.09095472,5.976,4.759,Dorado,1.2169999999999996
8897-00788-1,91.76401361,-62.15441972,6.665,5.182,Pictor,1.4829999999999997
8898-01735-1,97.79437222,-61.87957167,5.95,6.119,Pictor,-0.1689999999999996
8898-01904-1,96.95256444,-62.14998556,6.709,6.618,Pictor,0.0909999999999993
8899-02202-1,102.04805333,-61.94195944,3.507,3.262,Pictor,0.2450000000000001
8902-01877-1,96.23251917,-63.82817333,6.095,6.229,Pictor,-0.13400000000000034
8902-01878-1,97.5125375,-65.56837861,6.662,6.303,Dorado,0.359
8904-01522-1,86.19340222,-65.73554028,4.586,4.353,Dorado,0.23300000000000054
8904-01523-1,87.47313333,-66.90122861,4.922,5.071,Dorado,-0.14900000000000002
8905-01950-1,91.53901583,-66.03968472,5.681,5.688,Dorado,-0.006999999999999673
8911-00513-1,119.91704694,-60.20737611,6.22,6.284,Carina,-0.06400000000000006
8911-00793-1,119.4430625,-60.30334667,6.252,5.643,Carina,0.609
8911-02182-1,119.06573306,-61.09946222,6.726,6.729,Carina,-0.0030000000000001137
8911-03290-1,117.30393028,-60.28400833,6.253,5.819,Carina,0.43400000000000016
8911-03394-1,119.71065639,-60.82448722,5.658,5.75,Carina,-0.09199999999999964
8911-03396-1,119.43843472,-60.92648778,6.84,6.857,Carina,-0.017000000000000348
8913-00079-1,110.42132,-61.95147861,6.815,6.894,Carina,-0.07899999999999974
8913-02026-1,108.00831056,-63.19006472,6.019,6.036,Carina,-0.01699999999999946
8915-02873-1,119.303165,-63.29687861,5.999,6.108,Carina,-0.10899999999999999
8923-02112-1,117.42081917,-66.19597139,5.717,5.756,Volans,-0.03900000000000059
8924-02780-1,122.25354167,-61.30174417,5.243,4.792,Carina,0.4510000000000005
8926-01954-1,130.87508389,-61.68865056,6.709,6.815,Carina,-0.10600000000000076
8926-02684-1,129.80516694,-60.317335,6.714,6.756,Carina,-0.041999999999999815
8927-03657-1,133.45278639,-60.35393083,5.652,5.753,Carina,-0.10099999999999998
8927-03658-1,133.76191833,-60.6447075,3.698,3.802,Carina,-0.10400000000000009
8928-02911-1,123.8164675,-62.91561472,5.339,5.267,Carina,0.07200000000000006
8928-02987-1,121.17891278,-62.83637333,6.113,6.224,Carina,-0.11099999999999977
8928-03018-1,120.08320222,-63.56750028,4.593,4.778,Carina,-0.1849999999999996
8930-00600-1,129.3285275,-62.85341472,6.757,5.57,Carina,1.1869999999999994
8931-01802-1,134.8360975,-63.46685083,6.915,6.925,Carina,-0.009999999999999787
8932-02484-1,122.10270972,-63.80083222,6.234,6.303,Carina,-0.06899999999999995
8932-02485-1,124.22061694,-64.18709556,6.564,6.657,Carina,-0.09299999999999997
8933-03031-1,124.57824778,-65.6132425,6.539,5.184,Volans,1.3549999999999995
8937-02820-1,126.43434889,-66.13654444,5.218,3.886,Volans,1.3319999999999999
8938-01028-1,132.64452611,-66.79321361,5.82,5.378,Volans,0.44200000000000017
8938-01117-1,131.12517917,-65.82566667,6.282,6.048,Volans,0.23399999999999999
8938-01811-1,130.26964139,-66.81633083,6.593,6.679,Volans,-0.0860000000000003
8939-02729-1,135.61166306,-66.39585806,4.185,4.011,Volans,0.1739999999999995
8940-02076-1,138.46642444,-61.27980167,6.908,6.976,Carina,-0.06799999999999962
8940-02645-1,138.21096694,-60.91681333,6.301,6.35,Carina,-0.04899999999999949
8941-02077-1,144.83766444,-61.32810444,4.418,4.487,Carina,-0.06899999999999995
8943-01105-1,150.74978667,-60.17868583,6.382,6.198,Carina,0.18399999999999928
8943-02570-1,153.33833056,-61.658835,6.264,6.391,Carina,-0.12699999999999978
8943-03446-1,150.50043583,-60.4208975,6.242,5.961,Carina,0.2809999999999997
8943-03447-1,154.27085306,-61.33232056,5.396,3.536,Carina,1.8599999999999999
8944-02445-1,140.13274361,-61.993065,6.779,6.88,Carina,-0.10099999999999998
8944-03281-1,137.81985667,-62.31701444,3.727,3.915,Carina,-0.18800000000000017
8944-03282-1,140.23678833,-62.4046325,5.971,4.903,Carina,1.0680000000000005
8944-03283-1,141.36404111,-61.95060667,5.954,5.792,Carina,0.16199999999999992
8945-02153-1,144.93812,-62.94296667,6.294,6.389,Carina,-0.09500000000000064
8945-02231-1,142.38825056,-62.36094778,6.653,6.547,Carina,0.10599999999999987
8946-03219-1,146.31178056,-62.50792278,5.488,3.905,Carina,1.5830000000000006
8947-00944-1,153.88236139,-62.53701028,6.991,7.02,Carina,-0.028999999999999915
8947-01178-1,151.98598639,-62.22143444,6.312,6.423,Carina,-0.11099999999999977
8947-02485-1,150.89224194,-61.88404833,6.294,6.339,Carina,-0.04500000000000082
8949-00509-1,144.59135,-64.40249333,6.677,6.68,Carina,-0.0030000000000001137
8949-01655-1,141.68407083,-64.92984861,6.232,6.06,Carina,0.1720000000000006
8949-01690-1,144.02178778,-64.95034167,6.664,6.578,Carina,0.08599999999999941
8950-02272-1,146.77556861,-65.07201722,3.307,3.025,Carina,0.28200000000000003
8951-00409-1,152.60118528,-64.38427167,6.859,6.885,Carina,-0.0259999999999998
8951-00531-1,153.23905667,-65.1664925,6.976,7.026,Carina,-0.04999999999999982
8951-00746-1,151.14203333,-64.64775833,6.828,6.896,Carina,-0.06799999999999962
8953-01461-1,142.12747806,-66.70198444,5.914,5.888,Carina,0.0259999999999998
8953-01499-1,145.5541125,-66.91481889,6.413,6.333,Carina,0.08000000000000007
8955-00624-1,152.58846167,-67.26340722,6.906,6.884,Carina,0.021999999999999353
8955-01325-1,152.17847028,-65.81552722,6.47,5.364,Carina,1.1059999999999999
8955-01326-1,153.37783278,-66.37283722,5.418,5.17,Carina,0.24800000000000022
8956-04324-1,158.00618028,-61.68535917,3.233,3.341,Carina,-0.1080000000000001
8957-00856-1,162.66683,-61.26955694,6.799,6.831,Carina,-0.03200000000000003
8957-01556-1,160.96777417,-60.11778583,6.433,6.474,Carina,-0.04100000000000037
8957-01605-1,159.87149833,-60.98578556,6.851,6.971,Carina,-0.1200000000000001
8957-02725-1,160.78934,-61.16854139,6.569,6.593,Carina,-0.02400000000000002
8957-02919-1,161.57131278,-60.60289111,6.313,6.272,Carina,0.04099999999999948
8957-04262-1,160.88461889,-60.56662472,6.775,4.754,Carina,2.021000000000001
8958-02762-1,164.80851833,-61.32074333,6.099,6.169,Carina,-0.0699999999999994
8959-00879-1,167.91835056,-60.31080139,6.622,6.669,Carina,-0.04699999999999971
8959-02615-1,168.150085,-60.31763167,5.197,4.679,Carina,0.5179999999999998
8960-00346-1,157.07617028,-63.1645725,6.367,6.418,Carina,-0.051000000000000156
8962-02640-1,167.1416875,-61.94718083,5.367,5.163,Carina,0.20399999999999974
8962-02641-1,166.63530083,-62.42413556,5.895,4.719,Carina,1.1759999999999993
8964-00164-1,154.38155361,-65.42950639,6.979,6.82,Carina,0.1589999999999998
8964-00363-1,154.77016028,-64.67581722,6.536,6.475,Carina,0.06099999999999994
8964-00363-2,154.77131639,-64.67628583,6.311,6.264,Carina,0.04699999999999971
8965-00011-1,160.96339444,-64.24904972,5.723,5.744,Carina,-0.020999999999999908
8965-00015-1,159.57323694,-65.04196167,6.632,6.7,Carina,-0.0680000000000005
8965-00059-1,160.27683056,-64.47440611,6.633,6.681,Carina,-0.04800000000000004
8965-00061-1,160.17553139,-64.65321667,6.769,6.795,Carina,-0.0259999999999998
8965-00327-1,159.84522389,-64.11181194,6.222,6.302,Carina,-0.07999999999999918
8965-00542-1,160.04776278,-65.10023889,5.299,5.474,Carina,-0.17499999999999982
8965-01333-1,161.91638194,-64.54718389,6.533,6.539,Carina,-0.005999999999999339
8965-01383-1,161.97312194,-64.26286472,6.444,6.45,Carina,-0.006000000000000227
8965-01762-1,161.02890139,-63.96109833,4.615,4.767,Carina,-0.15200000000000014
8965-01763-1,161.623375,-64.26326333,5.116,5.214,Carina,-0.09800000000000075
8965-01764-1,161.71351222,-64.38349583,4.654,4.814,Carina,-0.16000000000000014
8965-01765-1,160.73927333,-64.39447861,2.457,2.67,Carina,-0.21300000000000008
8965-01766-1,160.55893,-64.46645194,4.558,4.714,Carina,-0.15600000000000058
8965-01767-1,161.56907028,-64.51458528,5.194,5.303,Carina,-0.10899999999999999
8966-00722-1,166.60131389,-64.83995667,6.524,6.396,Carina,0.1280000000000001
8967-00733-1,169.82011056,-64.5825925,6.523,6.042,Carina,0.48099999999999987
8967-01169-1,168.18861167,-64.16978306,5.119,5.206,Carina,-0.08700000000000063
8967-01170-1,170.83928528,-64.95473028,5.242,5.37,Musca,-0.1280000000000001
8967-01170-2,170.83803306,-64.95431056,6.626,6.563,Musca,0.06300000000000061
8968-00970-1,157.536715,-66.98466694,6.181,6.189,Carina,-0.008000000000000007
8968-01190-1,156.85581028,-65.70471083,6.115,6.004,Carina,0.11100000000000065
8968-01393-1,155.742405,-66.90152306,4.8,4.938,Carina,-0.1379999999999999
8972-00758-1,173.80802194,-60.89450861,6.957,6.604,Centaurus,0.35299999999999976
8972-01004-1,174.09324917,-61.05243806,5.687,5.802,Centaurus,-0.11499999999999932
8972-01221-1,171.64764222,-61.11517278,5.173,5.259,Centaurus,-0.0860000000000003
8972-01827-1,173.92643444,-61.28787472,6.369,6.248,Centaurus,0.12099999999999955
8972-02338-1,172.81271889,-61.27846778,6.878,6.397,Centaurus,0.48099999999999987
8972-02817-1,174.25327861,-61.28344667,6.548,5.251,Centaurus,1.2969999999999997
8972-02819-1,174.53070361,-61.82655556,5.089,5.129,Centaurus,-0.03999999999999915
8973-01102-1,177.80415333,-61.84615444,6.838,6.585,Centaurus,0.2530000000000001
8973-02923-1,176.62853472,-61.17836139,5.217,4.199,Centaurus,1.0179999999999998
8974-02211-1,182.77183556,-61.27738167,6.55,6.119,Crux ,0.43100000000000005
8975-01922-1,187.2286475,-61.87091028,6.842,6.913,Crux ,-0.07100000000000062
8975-04125-1,185.34084639,-60.40135944,5.408,3.734,Crux ,1.6740000000000004
8976-04961-2,175.15421222,-62.56810306,6.825,6.869,Centaurus,-0.043999999999999595
8976-05337-1,172.31309944,-63.55394111,6.771,6.503,Centaurus,0.2679999999999998
8976-05382-1,175.22354889,-62.09010444,6.349,5.062,Centaurus,1.287
8976-05383-1,173.94552833,-63.01982639,3.055,3.092,Centaurus,-0.03699999999999992
8976-05393-1,174.58496278,-63.37276583,6.532,6.538,Centaurus,-0.006000000000000227
8977-09111-1,175.970105,-62.878245,6.166,6.095,Centaurus,0.07100000000000062
8977-09354-1,179.85677583,-62.83094972,6.708,6.387,Crux ,0.3210000000000006
8977-09433-1,178.75009556,-63.27917861,6.127,5.935,Centaurus,0.19200000000000017
8977-09436-1,179.4168225,-62.44873667,5.359,5.531,Crux ,-0.1719999999999997
8977-09437-1,175.87999583,-62.48939861,5.969,5.103,Centaurus,0.8660000000000005
8977-09438-1,177.61368194,-62.6493825,5.968,5.73,Centaurus,0.23799999999999955
8978-05899-1,183.09161222,-62.95077194,6.232,5.971,Crux ,0.2610000000000001
8978-06110-1,180.73483694,-62.17528889,6.822,6.776,Crux ,0.04600000000000026
8978-06111-1,181.08015306,-63.16571167,4.591,4.7,Crux ,-0.10899999999999999
8978-06112-1,180.75704,-63.31294361,4.625,4.348,Crux ,0.27700000000000014
8979-01834-1,187.98396472,-63.50589611,6.285,5.981,Crux ,0.30400000000000027
8979-03466-1,186.62888111,-63.12220167,4.644,4.799,Crux ,-0.15500000000000025
8980-02291-1,171.43142306,-63.97232528,5.748,5.224,Centaurus,0.524
8980-02292-1,174.87345889,-65.39774917,6.046,5.181,Musca,0.8650000000000002
8981-02387-1,176.65173194,-64.765975,6.967,6.902,Musca,0.0649999999999995
8981-04409-1,177.42119833,-63.78848833,4.123,4.284,Centaurus,-0.1609999999999996
8981-04410-1,179.69862306,-64.33955806,5.775,5.628,Crux ,0.14700000000000024
8981-04411-1,177.96363111,-65.20589528,4.807,4.968,Musca,-0.1609999999999996
8982-04654-1,183.00319944,-64.51040222,6.842,6.585,Crux ,0.2569999999999997
8982-04743-1,183.57055083,-64.40852,6.312,6.243,Crux ,0.06899999999999995
8982-04801-1,181.47344667,-65.54687556,6.475,6.321,Musca,0.15399999999999991
8982-04970-1,181.72022972,-64.61364389,4.536,4.177,Crux ,0.359
8983-00600-1,186.85352139,-63.78896111,6.074,6.028,Crux ,0.04600000000000026
8983-00758-1,187.08045444,-64.3409625,6.068,6.041,Crux ,0.026999999999999247
8983-02258-1,184.60954333,-64.0030475,3.827,4.011,Crux ,-0.18400000000000016
8985-03017-1,178.68591417,-66.37604417,6.809,6.409,Musca,0.40000000000000036
8985-03045-1,176.40233222,-66.72883833,3.825,3.638,Musca,0.18700000000000028
8985-03046-1,177.06038417,-66.81487083,6.782,4.915,Musca,1.867
8986-04286-1,184.27650556,-65.6929375,6.083,6.056,Musca,0.027000000000000135
8986-04501-1,181.59616639,-65.70942,6.827,6.13,Musca,0.6970000000000001
8987-00040-1,185.11782611,-65.84263083,6.143,6.18,Musca,-0.03699999999999992
8988-00952-1,192.82492222,-60.32978361,6.129,5.771,Crux ,0.35799999999999965
8988-02172-1,191.40800611,-60.98116833,6.027,4.803,Crux ,1.2240000000000002
8989-01997-1,193.49918528,-60.33541556,7.0,6.798,Crux ,0.20199999999999996
8989-02110-1,193.3412475,-60.32848611,6.109,5.805,Crux ,0.30400000000000027
8989-03110-1,193.45384556,-60.37623972,6.17,5.965,Crux ,0.20500000000000007
8990-00509-1,200.53091889,-60.18498361,6.893,6.909,Centaurus,-0.016000000000000014
8990-03679-1,200.64943722,-60.97208306,6.17,6.154,Centaurus,0.016000000000000014
8990-03680-1,200.65824222,-60.98835778,4.335,4.487,Centaurus,-0.15200000000000014
8991-04847-1,204.30093639,-61.6916125,6.256,5.724,Centaurus,0.532
8992-01861-1,190.70950667,-63.058615,5.528,5.332,Crux ,0.19599999999999973
8994-02979-1,197.97114194,-63.30298694,6.799,6.384,Centaurus,0.41500000000000004
8997-00572-1,193.70838556,-65.06130556,,11.312,Musca,
8997-01463-1,196.25870306,-64.44154472,6.638,6.628,Centaurus,0.009999999999999787
8997-02337-1,197.02982278,-65.30601722,5.61,5.655,Musca,-0.04499999999999993
8998-00644-1,199.18766056,-65.13813361,6.557,6.098,Musca,0.4590000000000005
8998-03188-1,201.30886167,-64.48509444,5.778,5.359,Centaurus,0.4189999999999996
8998-03189-1,201.00185028,-64.53562,5.564,4.619,Centaurus,0.9450000000000003
8999-01137-1,202.28324944,-64.67577667,6.254,6.104,Musca,0.14999999999999947
8999-01480-1,205.04499333,-64.576555,6.249,5.832,Centaurus,0.4169999999999998
8999-02691-1,202.99093722,-65.32181972,6.947,6.647,Musca,0.2999999999999998
9000-00671-1,189.98291694,-66.51112194,6.188,6.243,Musca,-0.055000000000000604
9000-01308-1,189.71818944,-67.19304611,6.268,6.264,Musca,0.0039999999999995595
9002-01123-1,198.20320167,-66.22676528,5.96,5.903,Musca,0.057000000000000384
9002-02135-1,199.30431083,-66.78342306,6.794,5.021,Musca,1.7729999999999997
9003-01202-1,203.39965917,-65.63262639,6.332,6.35,Musca,-0.017999999999999794
9005-03917-1,210.07276944,-61.48094639,6.858,6.509,Centaurus,0.3489999999999993
9006-05415-1,214.96540472,-61.27276444,5.549,5.242,Centaurus,0.3070000000000004
9008-04175-1,206.65247917,-62.90961333,6.801,6.611,Centaurus,0.1900000000000004
9008-04233-1,206.57501333,-62.45159278,6.694,6.627,Centaurus,0.06700000000000017
9008-04454-1,209.41222528,-63.68662028,6.111,4.824,Centaurus,1.287
9011-05621-1,220.86727111,-62.96666139,6.292,6.393,Circinus,-0.10099999999999998
9011-05652-1,221.32186083,-62.87546333,5.705,5.396,Circinus,0.30900000000000016
9015-01445-1,220.6278075,-64.97460028,3.474,3.189,Circinus,0.28500000000000014
